3
4.88672,3.68811,988.862
2.36065,3.55094,62.2233
3.37712,3.86775,228.945
2.98164,2.72955,143.479
3.64515,5.20134,307.454
3.80572,3.25903,363.323
3.30416,2.01235,212.691
5.32983,5.26639,1409.78
3.55222,2.83502,276.774
2.53545,4.12868,80.608
4.74629,5.2671,880.105
3.59436,3.91214,291.526
5.47483,3.48215,1573.48
4.02207,5.49266,452.029
3.07942,3.63068,161.893
4.32881,4.28172,606.083
3.09879,3.9983,163.818
5.50867,5.25817,1614.62
4.06868,4.70788,473.537
5.21325,3.05996,1288.25
4.06169,4.13028,470.509
3.56925,3.73938,284.151
4.3289,2.37042,606.857
3.37891,1.94929,229.206
4.02137,5.07368,451.668
4.71292,1.28927,853.876
4.1814,2.41523,526.138
5.09858,5.5224,1175.69
2.33216,4.36923,59.1874
3.35664,3.7582,222.708
2.49495,3.97555,76.5855
5.02285,4.12577,1106.56
4.22443,3.95367,548.664
3.79159,4.94333,358.899
6.79889,3.82999,3880.37
4.39067,4.85587,640.217
3.48196,3.36838,258.175
2.30877,1.59182,55.9562
5.14245,2.73251,1217.53
4.42677,4.28835,664.255
5.02636,4.19907,1107.59
3.26412,3.32032,197.89
4.53198,3.05201,729.107
2.77855,4.17577,111.838
1.83316,3.91953,28.7638
3.19766,3.34971,186.038
3.59459,4.37192,293.067
4.16714,3.68645,521.185
4.51128,5.02385,718.141
3.52106,5.05741,269.468
3.44081,3.47828,246.493
4.10925,2.4216,491.316
4.38176,1.91211,636.992
4.73939,4.46386,872.262
5.53989,4.82928,1652.64
2.89737,6.07462,129.043
3.48095,4.00685,257.644
4.75127,4.47748,882.274
1.71,3.62497,22.8028
4.00669,3.21354,445.958
4.79347,4.49501,915.146
3.97418,3.14836,432.362
3.46929,4.69765,254.542
3.76258,3.22367,350.47
3.58264,2.56559,286.596
5.5998,4.63532,1727.45
5.34197,4.19131,1423.27
3.00125,4.40719,145.483
2.57087,3.50433,84.1708
2.2845,3.48651,56.5145
3.83884,4.41885,376.169
4.36747,4.59132,628.112
5.37493,3.19643,1457.49
3.49905,3.41895,261.417
4.62753,4.73941,791.544
3.47261,5.09794,255.799
4.59283,4.50906,767.323
4.54824,3.11751,737.852
4.37392,3.28362,632.016
2.39518,4.03803,64.5501
4.63668,3.06111,797.995
2.94211,3.34525,136.054
3.50322,2.94504,263.97
2.77462,3.37782,109.221
5.07208,3.77724,1148.47
4.24464,4.1406,561.899
3.37533,5.67708,229.734
4.402,6.14396,648.785
5.523,1.67416,1631.84
3.43774,4.27404,244.938
2.74442,2.61295,106.749
2.92029,4.60351,130.423
4.65668,4.1362,812.471
3.83443,3.72059,375.489
4.58618,4.67657,767.31
2.82356,4.40397,115.668
4.36603,4.56742,626.956
