3
3.10619,4.43176,185.839
5.25942,3.76606,615.02
3.44387,3.74595,179.573
3.36434,2.76067,129.675
6.42319,4.2126,1288.91
4.94744,3.54873,484.92
4.00142,3.18879,234.369
3.38386,2.7792,133.337
4.75363,4.01302,451.908
5.19319,3.21585,562.318
4.35822,5.38068,450.848
5.18889,4.68333,644.866
3.88952,4.14901,262.636
3.4047,4.22241,201.272
3.85077,3.73245,232.912
3.78285,4.56527,274.454
3.34718,5.05509,257.866
3.9463,5.42341,372.934
1.52138,3.43452,70.2347
4.17039,4.49209,337.228
4.89757,2.83014,441.38
3.99935,3.71926,257.43
4.15454,4.83659,358.921
3.89858,4.2264,269.133
6.02547,2.19704,941.026
4.80325,2.3503,400.531
5.43604,4.11902,708.544
1.59015,3.21052,60.8979
2.75605,4.8371,191.433
3.47388,4.09236,201.466
4.17644,2.23471,237.171
4.94444,3.61448,490.596
4.62096,3.25671,375.66
2.33443,3.36776,83.2346
3.55266,1.79686,127.992
3.63703,3.92994,213.261
4.27302,4.68737,374.228
4.5746,5.65475,532.754
5.79408,2.80981,823.863
2.2126,4.04434,112.322
3.14977,5.06463,238.315
3.72506,4.53383,261.881
5.2662,4.70332,675.635
3.69623,4.05136,226.258
3.19534,4.43374,195.388
5.63525,3.76346,781.997
2.4846,4.00797,122.206
4.35924,4.41669,370.831
3.19729,4.06604,170.392
4.99521,3.75087,513.782
4.23746,2.14348,250.394
4.49011,4.49015,408.086
4.23561,5.05303,393.232
4.07943,4.23084,302.485
5.76732,3.17446,823.19
5.34745,4.98105,732.798
3.34048,4.31405,201.871
4.02788,3.81676,266.381
3.66085,4.11472,227.18
4.90736,2.80524,444.258
6.53711,2.39199,1295
4.76277,4.57034,489.605
4.46565,6.7278,640.899
5.54661,2.86227,700.118
4.66875,4.23028,438.933
4.04165,3.01127,232.689
4.37611,4.35802,372.814
3.5622,4.38451,230.152
4.72267,4.72176,490.34
5.09737,5.49893,681.396
3.65033,5.4073,328.551
5.22251,3.69544,595.19
4.58058,4.6976,447.297
2.75361,4.71564,182.711
4.33145,4.59333,377.44
4.26182,4.24623,338.305
5.4089,3.97898,685.862
4.81994,3.93915,467.101
4.25569,4.38634,346.943
3.9143,5.1277,340.206
3.36852,3.49356,157.311
3.83485,3.48156,219.277
5.62493,5.81754,942.49
3.86453,3.2361,212.931
4.44614,4.85112,424.772
4.85249,2.58656,421.282
5.69026,4.82852,878.263
4.24482,5.20961,412.966
3.16693,4.35327,185.519
4.64758,3.46948,391.602
5.02658,4.40252,562.723
5.94074,3.40249,929.834
4.43906,2.29798,299.758
3.26589,3.86726,167.531
3.37152,2.63517,125.696
4.59135,4.26931,421.002
2.78052,4.08212,140.797
1.93296,4.42613,131.392
6.21388,4.14254,1138.34
2.70165,4.22908,144.325
3.34121,3.61328,160.032
3.84252,3.65016,226.342
3.21056,4.25221,182.278
3.37038,4.96574,252.719
3.5378,3.94364,199.946
3.07907,5.79147,304.438
4.36008,2.49265,285.043
4.37307,1.98693,276.346
4.95195,3.07814,469.374
4.36842,5.14839,432.365
5.5507,4.3836,776.82
3.85135,3.54865,222.284
2.61077,4.82905,182.067
3.86299,3.25855,212.025
5.99999,5.70253,1133.94
3.10411,4.0247,160.739
4.20913,4.43199,339.716
5.47056,4.14356,726.668
3.81757,4.04534,245.055
7.01436,4.50706,1810.28
4.93216,3.76121,492.281
5.61764,4.29062,803.473
2.94686,3.77429,133.963
5.08537,3.61331,536.614
4.58052,3.40907,370.714
2.68221,4.18489,140.868
3.98534,4.3747,294.549
3.93192,4.02383,263.561
3.60147,3.81907,201.945
4.60359,4.42197,433.957
3.17663,5.37889,271.098
1.90594,5.01136,173.677
4.8826,4.87456,549.863
4.85019,4.18988,491.001
4.65933,4.28372,439.436
3.66362,5.5384,342.284
4.91313,5.19182,586.104
5.59009,4.34128,793.774
2.70876,3.76734,121.592
3.85037,5.01087,320.004
5.42098,2.41234,630.099
3.25311,3.10233,128.61
5.34868,2.26936,595.426
4.20893,4.53434,346.647
4.15718,2.04392,229.836
3.85797,3.9525,245.418
6.20808,6.05973,1305.49
3.47877,5.24953,289.193
4.57303,4.57377,435.659
3.56866,2.85362,157.246
4.49432,5.0445,454.098
4.94579,4.05908,515.491
3.22109,5.23624,262.429
4.13076,4.78219,349.623
4.11723,2.88995,244.763
5.06798,3.61351,531.137
3.40873,3.60889,167.207
2.74616,5.35456,236.997
3.8543,3.71097,232.694
2.01257,4.44361,133.991
5.50124,2.50537,668.339
4.93199,6.60091,753.916
4.96108,3.34715,482.413
5.16117,4.94223,655.269
5.30024,3.31156,607.995
5.91752,4.85534,1005.48
4.26625,3.91952,320.813
4.92508,4.94604,570.352
5.70318,3.43156,801.008
5.08456,5.08357,636.215
3.28826,4.92328,239.19
3.72562,4.80484,282.512
3.64877,3.92407,213.021
3.4982,3.69201,181.09
4.63485,6.65565,673.862
5.06681,5.44916,663.999
5.11277,3.76013,554.219
5.41799,3.42654,662.694
4.66065,2.29058,354.261
4.09648,4.2731,307.046
4.19159,2.45176,243.389
4.22079,5.06768,391.75
6.08804,6.56959,1293.14
3.38623,3.35209,153.587
4.77754,3.09444,413.641
6.14812,3.84968,1077.79
4.20376,3.3692,279.662
3.58538,2.08324,139.299
4.86831,4.06718,488.591
4.14329,3.80521,288.366
4.22889,3.09578,274.429
4.45066,3.42087,336.742
3.44626,3.148,151.297
5.38192,4.14644,685.649
5.36676,4.58744,707.678
4.24622,4.6165,361.967
4.97689,4.01867,521.318
4.61739,2.71559,354.991
4.51127,4.14699,391.558
2.63665,4.19841,140.462
5.95858,5.18603,1056.52
4.01183,4.65118,318.141
2.68225,4.72487,181.302
4.74733,3.47775,419.998
4.84757,3.58048,456.741
5.16792,3.73481,575.213
5.02987,5.16149,624.675
3.50696,4.07805,204.715
4.45186,5.52762,487.16
3.26826,4.05184,176.812
3.17199,5.16581,249.151
3.37787,4.32879,206.311
3.69585,2.87245,172.619
4.24678,4.24889,335.029
3.94941,2.83822,211.631
4.08711,3.14313,246.951
