3
3.60801,4.93334,32.5226
2.71395,4.02091,20.5807
4.06288,3.35324,26.5552
4.21648,3.61164,31.1114
6.5512,3.26962,73.1992
3.85918,4.49316,33.2862
4.24542,5.11452,43.454
4.71924,5.95805,59.4646
4.57041,2.20313,33.7795
2.6214,3.20196,16.8507
3.64932,6.05439,46.7414
4.87931,3.34552,41.8242
6.10303,2.90852,63.092
4.0138,3.65265,30.9158
2.35423,5.07542,24.848
5.93538,3.29859,60.3749
3.22923,4.99515,28.5263
3.92961,5.31459,40.5913
3.90678,3.76461,27.026
4.55695,4.23464,41.4807
4.23685,2.36771,30.5799
2.71021,2.99703,15.1114
4.71779,4.44126,44.9247
2.27434,4.02205,16.0504
3.98447,3.4066,29.9454
2.82975,4.12806,20.6107
5.09498,4.71671,51.6772
3.14192,3.67982,20.573
3.24165,5.72452,39.4056
4.01114,4.35416,33.3427
5.35162,2.75291,47.4094
4.38514,2.71995,32.399
4.6203,3.71617,40.6246
4.16362,3.40562,31.9067
5.2697,3.88079,50.4945
2.1856,5.64965,29.6157
3.80215,6.55032,56.7487
3.11358,4.60703,27.8946
4.41484,4.55779,39.7619
3.86715,3.6798,29.334
0.727185,4.07009,11.3803
3.47094,3.17412,22.2375
3.23724,5.64279,38.6028
6.07957,3.39378,63.7706
3.07348,4.72717,26.3617
3.1273,4.04052,22.5815
3.76939,4.5714,33.3638
4.60714,3.34069,38.1468
4.1023,5.87199,49.2826
2.77967,3.98276,18.8066
6.04904,3.73551,63.5942
2.90742,5.177,30.1905
2.76302,5.19407,28.0905
5.67918,2.88194,55.2291
4.66273,3.95083,39.9611
5.05462,4.83962,50.3462
2.51006,2.63266,14.4461
5.86767,5.2736,71.3413
4.01109,4.65705,34.8647
2.42695,3.33213,13.9983
4.57724,2.98315,36.6207
6.02146,5.42772,74.2781
5.54122,3.30355,52.2561
4.54954,5.38996,50.8559
5.61072,5.33183,65.8991
2.97839,4.59322,23.4324
5.23691,3.72209,48.1451
4.79058,5.27244,51.2048
3.88009,3.49059,26.9393
5.16035,3.5137,46.5516
4.4937,5.07507,44.9835
4.25404,2.75401,29.1023
4.54371,4.18478,41.0655
4.33301,4.53714,39.7263
5.07918,3.03391,43.166
4.17449,4.94872,39.9911
2.92299,4.53859,22.8935
4.87497,5.92143,61.5876
5.08879,3.61629,44.0864
3.00219,3.98228,20.6759
3.3495,4.0049,23.8737
2.91049,4.98338,26.175
4.91244,3.95827,43.3004
3.95688,5.26052,40.3606
3.69053,2.88391,24.6161
3.19075,4.18965,24.7088
3.82725,5.13808,37.6526
4.14848,3.21347,30.0617
2.33819,6.72209,48.0521
3.92709,3.57706,28.9609
3.20474,4.09884,24.9206
3.71964,4.87145,34.7334
2.58043,2.99198,14.7909
4.78602,4.38901,44.9139
3.75217,5.13112,36.7548
2.50566,2.38509,12.3516
4.42886,3.63159,35.5288
3.37682,1.90513,20.2002
2.86769,4.86429,26.6525
4.65089,3.5837,38.1657
4.68888,5.155,48.833
5.0894,2.5913,42.0813
3.83228,3.15763,27.0501
3.71828,3.11786,23.617
3.72004,3.10952,25.0981
3.66805,5.05917,32.4431
5.04123,4.35184,47.6689
3.42606,4.00145,23.621
4.05487,4.58739,36.6556
4.12354,4.64467,36.1422
3.60021,3.89141,25.8845
3.25365,4.71573,27.5921
2.17599,3.05922,10.2748
4.22486,4.24141,35.3453
4.20134,1.77159,29.5708
3.4915,3.96861,27.1355
3.74142,2.95727,26.7175
3.17838,4.37517,24.3588
3.64562,4.7472,31.7262
4.24482,5.41749,44.9011
3.74191,5.02305,34.2293
4.53453,2.81793,33.6686
4.84256,3.83186,43.0608
3.77994,4.586,32.5947
4.52349,3.66733,34.8394
4.82742,3.65445,42.7788
